tweet_id,reply_id
1531365598847938560,1531366740038496256
1531365598847938560,1531371281756692481
1531365598847938560,1531382202046500865
1531365598847938560,1531489343549976576
1531365598847938560,1531521318964842499
1531365598847938560,1531656206800015361
1531365598847938560,1531370565013065729
1531365598847938560,1531375717539258368
1531365598847938560,1531375971055673344
1531365598847938560,1531403204394631168
1531365598847938560,1531493087993860097
1531365598847938560,1531572890348421121
1531365598847938560,1531610016414846976
1531963161749823488,1531963849682845696
1531963161749823488,1531964563201171461
1531963161749823488,1531964758311809028
1531963161749823488,1531966130079907843
1531963161749823488,1531966448070975493
1531963161749823488,1531966907330531329
1531963161749823488,1531971570893262851
1531963161749823488,1531992578861801473
1531963161749823488,1531993514468417537
1531963161749823488,1531996827419123716
1531963161749823488,1532023742565605376
1531963161749823488,1532209117393207296
1531963161749823488,1531965505468256263
1531963161749823488,1531964475036819457
1531963161749823488,1531964948850659330
1531963161749823488,1531965297690873858
1531963161749823488,1531965709370236930
1531963161749823488,1531966569982697472
1531963161749823488,1531968810089070593
1531963161749823488,1531970186626191360
1531963161749823488,1531975601954951177
1531963161749823488,1531979253096624129
1531963161749823488,1531980441439322113
1531963161749823488,1531985045275258885
1531963161749823488,1532016763466047488
1531963161749823488,1532046993383620608
1531963161749823488,1531992210526375936
1531912381793718272,1531912643497295872
1531912381793718272,1531913986685521920
1531912381793718272,1531915036997861376
1531912381793718272,1532191238732095492
1531912381793718272,1532204431646896129
1531912381793718272,1531913127293501442
1531912381793718272,1531916074790400000
1531912381793718272,1531920369015308289
1532297801656414209,1532311295365632000
1532297801656414209,1532353929845039104
1532297801656414209,1532355032070467584
1532297801656414209,1532416890886361090
1532297801656414209,1532476081814528011
1532297801656414209,1532644107725770752
1532297801656414209,1532647991424712705
1532297801656414209,1532649124755038211
1532297801656414209,1532661748817399812
1532297801656414209,1532665217766785024
1532297801656414209,1532666053439922176
1532297801656414209,1532666624913903616
1532297801656414209,1532676012365971459
1532297801656414209,1532676217035423745
1532297801656414209,1532679088875380736
1532297801656414209,1532695479192109056
1532297801656414209,1532708028318990338
1532297801656414209,1532724255410032641
1532297801656414209,1532680527500697600
1532297801656414209,1533140032667758595
1532297801656414209,1532303694187876353
1532297801656414209,1532307737736101888
1532297801656414209,1532378988542414849
