tweet_id,reply_id
1481884310844157955,1481884715829411840
1481884310844157955,1481884883995742209
1481884310844157955,1481885967711625218
1481884310844157955,1481886071319367686
1481884310844157955,1481886080291024896
1481884310844157955,1481886346356707330
1481884310844157955,1481886951888363520
1481884310844157955,1481887499375063041
1481884310844157955,1481887532552007682
1481884310844157955,1481887578622205953
1481884310844157955,1481890275966566400
1481884310844157955,1481890710056062976
1481884310844157955,1481892923142819841
1481884310844157955,1481893473515196420
1481884310844157955,1481889604387147776
1481884310844157955,1481890591969533954
1481884310844157955,1481891071982514180
1481884310844157955,1481892909838438402
1481884310844157955,1481893627941040128
1481884310844157955,1481893658534322176
1481884310844157955,1481893868840751106
1481884310844157955,1481895485468258305
1481884310844157955,1481897167182831617
1481884310844157955,1481897124547772419
1481884310844157955,1481897398309953537
1481884310844157955,1481897896891101186
1481884310844157955,1481897966386434051
1481884310844157955,1481897982136143876
1481884310844157955,1481898251926265858
1481884310844157955,1481898423116775424
1481884310844157955,1481898832854142977
1481884310844157955,1481899558590464002
1481884310844157955,1481901259938574340
1481884310844157955,1481901741436284928
1481884310844157955,1481900293633806336
1481884310844157955,1481904007908147201
1481884310844157955,1481902215090642945
1481884310844157955,1481903518101422082
1481884310844157955,1481909713147240448
1481884310844157955,1481911058889646080
1481884310844157955,1481911118889201666
1481884310844157955,1481912077203689476
1481884310844157955,1481915302111846400
1481884310844157955,1481915861426483200
1481884310844157955,1481924706588581889
1481884310844157955,1481935247033909248
1481884310844157955,1481938803954790401
1481884310844157955,1481967976979079171
1481884310844157955,1481977201159507969
1481884310844157955,1481974203909906432
1481884310844157955,1481975886572408835
1481884310844157955,1481985562764529670
1481884310844157955,1481992678468370436
1481884310844157955,1481994426855702534
1481884310844157955,1482070743097778189
1481884310844157955,1482095141426974720
1481884310844157955,1482102263988559881
1481884310844157955,1482151162879086595
1481884310844157955,1482635834692100100
1481884310844157955,1481884879918964736
1481884310844157955,1481884971459649537
1481884310844157955,1481886023344922627
1481884310844157955,1481886210037534722
1481884310844157955,1481886220733104129
1481884310844157955,1481886336646844418
1481884310844157955,1481886787882700801
1481884310844157955,1481886856555995141
1481884310844157955,1481887202271539203
1481884310844157955,1481887631919222792
1481884310844157955,1481887852183052288
1481884310844157955,1481887949897846784
1481884310844157955,1481888015308005386
1481884310844157955,1481888787575853057
1481884310844157955,1481890249232031746
1481884310844157955,1481892937659203585
1481884310844157955,1481893635494981632
1481884310844157955,1481888362072051713
1481884310844157955,1481889440725356545
1481884310844157955,1481889975738281984
1481884310844157955,1481890251840839684
1481884310844157955,1481892126438965248
1481884310844157955,1481893539479007234
1481884310844157955,1481894485059682306
1481884310844157955,1481894863452975108
1481884310844157955,1481895491134795780
1481884310844157955,1481895814641430533
1481884310844157955,1481895839874400257
1481884310844157955,1481896037627351040
1481884310844157955,1481896235103621120
1481884310844157955,1481894563354603520
1481884310844157955,1481894813519818759
1481884310844157955,1481894840011051009
1481884310844157955,1481895264872980482
1481884310844157955,1481898045595914241
1481884310844157955,1481898367299076096
1481884310844157955,1481898548245536768
1481884310844157955,1481899828460326913
1481884310844157955,1481900330644381704
1481884310844157955,1481900977812905985
1481884310844157955,1481902138984964096
1481884310844157955,1481902347618074626
1481884310844157955,1481903239813550081
1481884310844157955,1481903408097415169
1481884310844157955,1481903683877154816
1481884310844157955,1481905091028340737
1481884310844157955,1481906094427541506
1481884310844157955,1481900827828797442
1481884310844157955,1481905261199740928
1481884310844157955,1481905271765090304
1481884310844157955,1481917486094159873
1481884310844157955,1481917563906973700
1481884310844157955,1481921393969319936
1481884310844157955,1481926911739805697
1481884310844157955,1481928224061931521
1481884310844157955,1481930506690301956
1481884310844157955,1481931420109086720
1481884310844157955,1481932856813314050
1481884310844157955,1481947358271266819
1481884310844157955,1481957873353740291
1481884310844157955,1481970517569675265
1481884310844157955,1481975972077391872
1481884310844157955,1481985138233913353
1481884310844157955,1481985411853565956
1481884310844157955,1481987654841520133
1481884310844157955,1481989651393126405
1481884310844157955,1481997102423158785
1481884310844157955,1482004185335877637
1481884310844157955,1482009031531274242
1481884310844157955,1482162577694248961
1481884310844157955,1482299898930282498
1481884310844157955,1482338413734989833
1481884310844157955,1482388630337380356
1481884310844157955,1482638710680268803
1481884310844157955,1482645390478487556
1481884310844157955,1482646772669464578
1481884310844157955,1482699105788907524
1440327792067940357,1440330610820542471
1440327792067940357,1440332476476387333
1440327792067940357,1440332913778720768
1440327792067940357,1440336746512719877
1440327792067940357,1440336855199715347
1440327792067940357,1440362848547270665
1440327792067940357,1440328716777787393
1440327792067940357,1440330364098990096
1440327792067940357,1440332892589101074
1440327792067940357,1440335589870485521
1450042146325770240,1450043220579209222
1450042146325770240,1450051787818508290
1450042146325770240,1450058617076527104
1450042146325770240,1450050231840739335
1450042146325770240,1450050251923107847
1450042146325770240,1450051321722294278
1450042146325770240,1450054953645613063
1450042146325770240,1450055033450647555
1450042146325770240,1450056234514665477
1450042146325770240,1450056903720148996
1450042146325770240,1450059375138287617
1450042146325770240,1450052984663072776
1450042146325770240,1450060071917047809
1450042146325770240,1450053579495153671
1450042146325770240,1450054671163432961
1450042146325770240,1450058418790699010
1450042146325770240,1450070310036938754
1450042146325770240,1450082899194175490
1450042146325770240,1450061931692310529
1450042146325770240,1450066472932462596
