tweet_id,reply_id
1533131879821582341,1533132049195876354
1533131879821582341,1533134529589813252
1533131879821582341,1533139658862997505
1533131879821582341,1533138153476857862
1533930283162116098,1533933682431516673
1533930283162116098,1533936094483472384
1533930283162116098,1533956804505440256
1534513785318285312,1534514148637396997
1534513785318285312,1534514995702247428
1534513785318285312,1534516818026577921
1534513785318285312,1534517045081128962
1534513785318285312,1534517446106828801
1534513785318285312,1534519015481147394
1534513785318285312,1534522981241831425
1534513785318285312,1534529784503537664
1534513785318285312,1534529866590199808
1534513785318285312,1534585894845526019
1534513785318285312,1534667344802369536
1534513785318285312,1534838761695154176
1534513785318285312,1534854916140941312
1534513785318285312,1534515126572818438
1534513785318285312,1534515506547511296
1534513785318285312,1534516718655217665
1534513785318285312,1534520602148708353
1534513785318285312,1534527232424693761
1534513785318285312,1534553326842437632
1534513785318285312,1534587286943408130
1534513785318285312,1534778632933105666
1534533164273750020,1534547569287864328
1534533164273750020,1534621173648072704
1534533164273750020,1534637758811095040
1534533164273750020,1534533619116556289
1534533164273750020,1534533648434733056
1534533164273750020,1534533875250216961
1534533164273750020,1534535675445497858
1534533164273750020,1534536403295649793
1534533164273750020,1534536522028007425
1534533164273750020,1534536577031909376
1534533164273750020,1534537633065488384
1534533164273750020,1534537741484052480
1534533164273750020,1534537969163546624
1534533164273750020,1534538790534012931
1534533164273750020,1534539271343951872
1534533164273750020,1534540012271845378
1534533164273750020,1534541328029188097
1534533164273750020,1534544677122220035
1534533164273750020,1534544767387947008
1534533164273750020,1534545808284127235
1534533164273750020,1534554621770874881
1534533164273750020,1534554847361499139
1534533164273750020,1534555073140989959
1534533164273750020,1534551253816057856
1534533164273750020,1534560234060058624
1534533164273750020,1534562238425595906
1534533164273750020,1534566174071078914
1534533164273750020,1534567343011119105
1534533164273750020,1534569451357671429
1534533164273750020,1534574552285593603
1534533164273750020,1534575044579426306
1534533164273750020,1534576024251510784
1534533164273750020,1534576297984380929
1534533164273750020,1534564342406033409
1534533164273750020,1534569379270168581
1534533164273750020,1534585160447971329
1534533164273750020,1534591796126355461
1534533164273750020,1534592112209043460
1534533164273750020,1534596115630280704
1534533164273750020,1534597296263938050
1534533164273750020,1534608543625756672
1534533164273750020,1534615026136498176
1534533164273750020,1534616291444670464
1534533164273750020,1534620823788703745
1534533164273750020,1534634335046971397
1534533164273750020,1534642087752245250
1534533164273750020,1534642790495232001
1534533164273750020,1534644237727309824
1534533164273750020,1534650790018748416
1534533164273750020,1534658676694437889
1534533164273750020,1534762681265270784
1534533164273750020,1534767890687311872
1534533164273750020,1534812572981121027
1534533164273750020,1534815225479831552
1534533164273750020,1534826142439546881
1534533164273750020,1534826701867343873
1534533164273750020,1534857659517648900
1534533164273750020,1534964330889891848
1534533164273750020,1535163738147500032
1534533164273750020,1534544341271715840
1534533164273750020,1534545075723714567
1534533164273750020,1534939062364164096
1534533164273750020,1534550252551868416
1534533164273750020,1534613201328930817
1534533164273750020,1534621126487416840
1534533164273750020,1534533824486440967
1534533164273750020,1534533828160659456
1534533164273750020,1534534058587439104
1534533164273750020,1534534094989803520
1534533164273750020,1534534375118884864
1534533164273750020,1534535463607861248
1534533164273750020,1534535640347443202
1534533164273750020,1534537563859558401
1534533164273750020,1534539433982271488
1534533164273750020,1534539673393045507
1534533164273750020,1534540601974312964
1534533164273750020,1534544478207455234
1534533164273750020,1534546270274084864
1534533164273750020,1534551252520079361
1534533164273750020,1534554062359826435
1534533164273750020,1534555245547819016
1534533164273750020,1534556268022702080
1534533164273750020,1534556349484486656
1534533164273750020,1534557312811139072
1534533164273750020,1534558661913239552
1534533164273750020,1534563670323232768
1534533164273750020,1534565995733569537
1534533164273750020,1534575773876633602
1534533164273750020,1534562557100531718
1534533164273750020,1534563083615719424
1534533164273750020,1534570351547514881
1534533164273750020,1534573358708404225
1534533164273750020,1534574801477636096
1534533164273750020,1534578420310593538
1534533164273750020,1534581871039983618
1534533164273750020,1534582222858211328
1534533164273750020,1534592699839414272
1534533164273750020,1534595765431148551
1534533164273750020,1534596862069596162
1534533164273750020,1534627597589544960
1534533164273750020,1534640988035108869
1534533164273750020,1534641206885498884
1534533164273750020,1534627520003317760
1534533164273750020,1534650719575367681
1534533164273750020,1534674512721084417
1534533164273750020,1534707023627096064
1534533164273750020,1534762296915935232
1534533164273750020,1534767384086597633
1534533164273750020,1534794041941950464
1534533164273750020,1534794885513023490
1534533164273750020,1534809128480153600
1534533164273750020,1534813069724987393
1534533164273750020,1534855874711273472
1534533164273750020,1534859030010773506
1534533164273750020,1534882599126151171
1534533164273750020,1534914126035791872
1534533164273750020,1534938229635530752
1534533164273750020,1534965787387125760
1534533164273750020,1535028359704596496
1534533164273750020,1534554027559727104
1534533164273750020,1534567042124242947
1534533164273750020,1534590005426921474
1534533164273750020,1534811473251287040
1534533164273750020,1535019992554655748
1534474483586805766,1534476426124087296
1534474483586805766,1534476592545771523
1534474483586805766,1534476953109028867
1534474483586805766,1534534027880849410
1534474483586805766,1534554593123872769
1534474483586805766,1534605128866701317
1534474483586805766,1534766746049069056
1534474483586805766,1534678395044478976
1534474483586805766,1534505073291689986
1534474483586805766,1534800690719096832
1507403275934523392,1507405618923061249
1507403275934523392,1507412212800970760
1507403275934523392,1507460529392168962
1507403275934523392,1507405535792054273
1507403275934523392,1507595010501640196
1507403275934523392,1507638240714670084
1444356514836201474,1444358450230726662
1444356514836201474,1444370293884137477
1444356514836201474,1444379716484571147
1444356514836201474,1444677579290591236
1444356514836201474,1444357897601826822
1444356514836201474,1444358817735749632
1444356514836201474,1444363619265884161
1444356514836201474,1444364121135271937
1444356514836201474,1444552004785872904
1498605581736857601,1498620615011581953
1498605581736857601,1498634277164142594
1498605581736857601,1498614368229068810
1498605581736857601,1498638855926333442
1458773237287030791,1458796820080087046
1458773237287030791,1458799383026225159
1458773237287030791,1458799797163466762
1458773237287030791,1458809743254904836
1458773237287030791,1458780898124566533
1458773237287030791,1458803688768741390
1458773237287030791,1458918168290811914
1501148045676847104,1501190727438675968
1471244354991931392,1471244526958391296
1471244354991931392,1471262921225392130
1471244354991931392,1471251310687232002
1471244354991931392,1471265555017515008
1444874924838035460,1444885357154144256
1444874924838035460,1444886098669412354
1444874924838035460,1444897131953807361
1444874924838035460,1444898663503966212
1444874924838035460,1444902653167874055
1444874924838035460,1444908724494163968
1444874924838035460,1444916187192778755
1444874924838035460,1444927101170331659
1444874924838035460,1444930054493032449
1444874924838035460,1444878820583018497
1444874924838035460,1444889261308776450
1444874924838035460,1444891694411960320
1444874924838035460,1444892531452530689
1444874924838035460,1444896137568210944
1444874924838035460,1444897091894063105
1444874924838035460,1444907156608897028
